year,paper_id,review_id,segment_id,segment_type,segment_hash,human_open_code,human_theme,raw_open_code,canonical_code,rouge_l_to_human,minilm_cosine_to_human
2020,BJeXaJHKvB,ICLR.cc/2020/Conference/Paper1984/AnonReviewer3,seg_f4e788091eb407ba,full_review,a88d4b5e3fca767a0fec96c3daeecdf09852c835573f1a196446d149d5454ec6,Experiments not convincing,Experiments ,Novel method introduction,Novel method introduction,0.0,0.1730074
2020,BJxSI1SKDH,ICLR.cc/2020/Conference/Paper1727/AnonReviewer2,seg_3194a5f4f86b048c,full_review,164a912746cf66119954f07545a19a579026a4fc779a032bfd886ca42a874e9c,Solving existing problem,Contributions,Innovative modeling of morphology in translation,Innovative modeling of morphology in translation,0.0,-0.029696045
2020,BklSwn4tDH,ICLR.cc/2020/Conference/Paper3/AnonReviewer2,seg_38345b50b572e371,full_review,0e595956a7851b09d31bc326198657b76fce8a6cacce69d11609da67488a23ca,Unclear baselines,Clarity issues,Well-organized empirical study on early stopping,Well-organized empirical study on early stopping,0.0,0.1546933
2020,H1e-X64FDB,ICLR.cc/2020/Conference/Paper439/AnonReviewer4,seg_20e2f3b2852ef68a,full_review,f6ff09a38000e2b60a5084705591b32e939e207081239e84d1d80c222eeaca1b,Lack of clarity,Clarity issues,Practical low-level code optimizations for fast evaluation,Practical low-level code optimizations for fast evaluation,0.0,0.08144796
2020,H1g8p1BYvS,ICLR.cc/2020/Conference/Paper1989/AnonReviewer2,seg_2f90b6a220835b8f,full_review,4b1816ec7c7474030a0383b3c6d644713738f7e6a89aff5da9591a4eb33ccc41,Promising approach,Method,Innovative algorithm addressing spurious bias,Innovative algorithm addressing spurious bias,0.0,0.3673972
2020,HJgzt2VKPB,ICLR.cc/2020/Conference/Paper69/AnonReviewer2,seg_e703445fa6bcf6f7,full_review,b6307c2e7dbb8237766b72c5ba54b490ae253ba413ea55eb5a7f82215b9f63cc,Good evaluation,Evaluation,Introduction of CATER dataset for video understanding,Introduction of CATER dataset for video understanding,0.0,0.16508183
2020,Hyes70EYDB,ICLR.cc/2020/Conference/Paper1051/AnonReviewer2,seg_c28a6689805603ec,full_review,fc8436bdfee64aa4558bcfd5c995cea8423369ccf405cc659b7ac7081d27798e,Good contribution,Contributions,Strong theoretical and empirical contributions,Strong theoretical and empirical contributions,0.2857142857142857,0.38070846
2020,rJe8pxSFwr,ICLR.cc/2020/Conference/Paper2574/AnonReviewer1,seg_0aa3ee5f870ef85f,full_review,9a46d0d654640c561468cd54dfdc9cf4eb834750a49deaaa82297d9a53128c67,Needs writing improvements,Writing quality,End-to-end learning framework for interpolation problems,End-to-end learning framework for interpolation problems,0.0,0.15139809
2020,rJeW1yHYwH,ICLR.cc/2020/Conference/Paper1457/AnonReviewer1,seg_51e2517dc7c2f348,full_review,52bed9443df92c8803d8fa5add54dce07f72e70c0c4891db62d8ccf9c7766144,Less aplicability than needed,Contributions,Innovative use of random Fourier features for dynamic graphs,Innovative use of random Fourier features for dynamic graphs,0.0,0.06863852
2020,rJeXS04FPH,ICLR.cc/2020/Conference/Paper1105/AnonReviewer2,seg_52028193e4dc45bd,full_review,a46bbfac718d26b426d37fa3a8f550a2f44fa7286627d3d4c1483c4ead2085d2,Inconclusive results,Clarity issues,Novel sparse network architecture for word embeddings,Novel sparse network architecture for word embeddings,0.0,-0.020369561
2020,rJlDO64KPH,ICLR.cc/2020/Conference/Paper636/AnonReviewer2,seg_55923ebaf86a07f7,full_review,9c9b43aabafce6d99d18c84f11743e48c22d6633e16cac1feb4a8e61cb5df3ba,Extensive experiments,Experiments ,Novel self-supervised learning objective with strong empirical support,Novel self-supervised learning objective with strong empirical support,0.0,0.11767785
2020,rJlk71rYvH,ICLR.cc/2020/Conference/Paper1601/AnonReviewer1,seg_45d9c47e5aac9c1d,full_review,b037f70c46b296cb3b56c8607094a39d11ce7e171c2062a10599db8eb10e20d6,Results are not scientifically solid,,Innovative counterfactual regularization method with empirical improvements,Innovative counterfactual regularization method with empirical improvements,0.0,0.06339609
2020,rJxG3pVKPB,ICLR.cc/2020/Conference/Paper773/AnonReviewer3,seg_44f32014a8a1a839,full_review,b39c758d76725361fb44b88b24e6aa8f9bfacc643626845bf5868d4b3e16d2fd,Flaws in writing and experimental setup,Writing quality,proposed sequence-to-sequence model variant,proposed sequence-to-sequence model variant,0.0,0.10297455
2020,rkg-mA4FDr,ICLR.cc/2020/Conference/Paper1027/AnonReviewer3,seg_49ee91076f0682ab,full_review,f7ee0aaf19629a309431e27c32e99576ee655d1ab2229b4418926314656c925c,Major peoblem in the method,Method,Innovative retrieval solution with computational advantages,Innovative retrieval solution with computational advantages,0.0,0.13308632
2020,rkgz2aEKDr,ICLR.cc/2020/Conference/Paper774/AnonReviewer3,seg_1607525c49173375,full_review,bcc6e6a21c29896eaf8362b7d8a016aad2c5e64b4bdb77fc4c1fe9356e94e657,Strong experiments,Experiments ,Effective optimizer with strong experimental results,Effective optimizer with strong experimental results,0.25,0.39912534
2020,ryeQmCVYPS,ICLR.cc/2020/Conference/Paper1031/AnonReviewer3,seg_0aa745e5ebdca5bf,full_review,52878b013591893e59783f54d2092c75d2d203f2d85cb297a864fcaa486c14c6,Simple idea,Method,Robustness against adversarial attacks,Robustness against adversarial attacks,0.0,0.12766184
2020,ryx6WgStPB,ICLR.cc/2020/Conference/Paper2153/AnonReviewer2,seg_38d6fc5f3e9fcd53,full_review,95c456678efec5c682e8dc1282665e12f34a334827a0190951d2bbd2445599a4,Confusing explanations,Clarity issues,Advantages of linear hypermodel over ensemble method,Advantages of linear hypermodel over ensemble method,0.0,0.18409675
2021,0WWj8muw_rj,ICLR.cc/2021/Conference/Paper2908/AnonReviewer2,seg_16194ae3aa55d2fe,full_review,92195974292d256b00ed83d0e3d6ff688c23cc341340e9759e766efec285bc46,Potentially good,,Benefits of adaptive learning rates for optimization,Benefits of adaptive learning rates for optimization,0.0,0.107281804
2021,5jzlpHvvRk,ICLR.cc/2021/Conference/Paper1364/AnonReviewer3,seg_5862cc5145584eca,full_review,1fa4e3e01492538a5dcab4a10aec287c2705764848219b42b1659cd2ec9bb4fd,Brings new ideas,Method,Innovative loss function discovery for object detection,Innovative loss function discovery for object detection,0.0,0.17346086
2021,CJmMqnXthgX,ICLR.cc/2021/Conference/Paper3111/AnonReviewer3,seg_46e2973537698718,full_review,3adf1913356d31621dab7dd302d1ff3a1c567eb0752d979460655ba98ac719d5,Small dataset,Dataset,Innovative study on graph kernels and GNN expressiveness,Innovative study on graph kernels and GNN expressiveness,0.0,0.1822263
2021,EUUp9nWXsop,ICLR.cc/2021/Conference/Paper187/AnonReviewer2,seg_a4e95b05fbea4a4e,full_review,895364f293b397847702ca365f1ad491b255210cffbea5adf5d9d01a3afe58a8,Lack of novelty,Contributions,Effective imitation of heuristics for active learning,Effective imitation of heuristics for active learning,0.2,0.19220214
2021,J3OUycKwz-,ICLR.cc/2021/Conference/Paper3640/AnonReviewer1,seg_d25c610886a27270,full_review,4013c8b3d7438cf8d07401f5461df6176a91d641abe227fa002fc7b1220e88ae,Domain relevance,Method,Innovative methodology for tracking linguistic information in LSTM models,Innovative methodology for tracking linguistic information in LSTM models,0.0,0.23487942
2021,Oj2hGyJwhwX,ICLR.cc/2021/Conference/Paper164/AnonReviewer1,seg_448acc9ae844c938,full_review,2f60db8b50edd96431db90d009ec7e959548f266a902382712ef1a3dc1e4c913,Applicability to industry,Contributions,Modular design enhances performance,Modular design enhances performance,0.0,0.15680674
2021,TWDczblpqE,ICLR.cc/2021/Conference/Paper1352/AnonReviewer5,seg_384c71b7d6ad1c2d,full_review,34a50f39f04779fe2715b5bf5553e96a3be0b4a504a7f62ea7197dc1d915fed3,Important domain contribution,Contributions,Semi-supervised model for beehive characteristics using sensor data,Semi-supervised model for beehive characteristics using sensor data,0.0,-0.0053057335
2021,UwGY2qjqoLD,ICLR.cc/2021/Conference/Paper1237/AnonReviewer1,seg_272611f633ffbd1d,full_review,620168e70c14fcc5b891ae7df887e9d03ebba74e56e4c03eb37f76b39ef9431f,Novel contributions,Contributions,Novel geometric measures for neural network analysis,Novel geometric measures for neural network analysis,0.2222222222222222,0.098971486
2021,W3Wf_wKmqm9,ICLR.cc/2021/Conference/Paper2177/AnonReviewer4,seg_d7050c246221e355,full_review,bb90beaa0c41081c6d32b3aa56c9275479e1d6383711359dad6b5341fab8530e,Ignored exploration problem,,Innovative horizon-aware policy integration,Innovative horizon-aware policy integration,0.0,0.10616276
2021,a-xFK8Ymz5J,ICLR.cc/2021/Conference/Paper1087/AnonReviewer3,seg_76249c0b8a3c2dcb,full_review,fe613aae7dfbc0a6a4dd81e80fe319b9f4181c6314882b0ae8222eab4bf0a81a,Well written,Writing quality,Strong performance in speech synthesis tasks,Strong performance in speech synthesis tasks,0.0,0.16814825
2021,cTbIjyrUVwJ,ICLR.cc/2021/Conference/Paper733/AnonReviewer3,seg_4c2a71a2bf4b20fe,full_review,9ade2efe2d5f66a1ece562b3258455e33b93cb77417b2b3a7b76bbf51535c0b2,Interesting approach with superior results,,Clear methodology and superior performance,Clear methodology and strong performance,0.0,0.4443133
2021,g-wu9TMPODo,ICLR.cc/2021/Conference/Paper1136/AnonReviewer4,seg_09b1ab9c64943657,full_review,7f5783743c4926f0d4d79b6ad4c0952e419308d99641cc84870e80c06e38603f,Well written,Writing quality,Theoretical and empirical insights on adversarial vulnerability,Theoretical insights on adversarial vulnerability limitations,0.0,0.071797214
2021,o81ZyBCojoA,ICLR.cc/2021/Conference/Paper2301/AnonReviewer3,seg_1a2f50cd9612c130,full_review,0987603365ec7895f081cf4ceba3a99cc8306dfd2f1b1e2c10484bd785cb828f,Well written,Writing quality,Integration of MAML and AT enhances adversarial robustness; clear motivation and contributions; visual evidence and use,Integration of MAML and AT enhances adversarial robustness; clear motivation and contributions; visual evidence and use,0.0,0.07066941
2021,qcKh_Msv1GP,ICLR.cc/2021/Conference/Paper2787/AnonReviewer1,seg_e470dd4f1f55def6,full_review,cd52c947f22a080ec2a9783135277432db78ccd59e7d80396d29487639f6307e,Good experimental design,Experiments ,Innovative self-supervised framework for graph motifs,Innovative self-supervised framework for graph motifs,0.0,0.14809124
2021,sjGBjudWib,ICLR.cc/2021/Conference/Paper1840/AnonReviewer3,seg_0833f5df34f2edac,full_review,328db4242c14fb1a34eed2f5d1eddb962b20215b567b4b29f31f64035cdbfd09,Well written,Writing quality,Effective graph-sparsification for GAT training,Effective graph-sparsification for GAT training,0.0,0.09081446
2021,uMDbGsVjCS4,ICLR.cc/2021/Conference/Paper605/AnonReviewer3,seg_13b15aca800e87c7,full_review,d7c356f15822346bf9a9666a297e651918ed636d76c76b69720aa21bbaa8e1e2,Lack of analysis,,Innovative GAN framework for physical simulation,Innovative GAN framework for physical simulation,0.0,-0.010259448
2021,w_BtePbtmx4,ICLR.cc/2021/Conference/Paper2641/AnonReviewer2,seg_9eed5a289032d98e,full_review,1dd93546c00025a7243fb4a895813f9bbe845b0a6865c07b0dc71cc2cbd2c3cb,Broad applicability but missing ablations,Contributions,Innovative algorithm combining learning rules,Innovative algorithm combining learning rules,0.0,0.0822648
2022,-w2oomO6qgc,ICLR.cc/2022/Conference/Paper2831/Reviewer_6EvA,seg_c9fd8a7e1478ae00,full_review,83fdb6c3f00220d7f2111fffef8f2461dd94d88b6be7a01ad8a45a1d520849c6,Useful benchmark,Contributions,Useful benchmark and clear presentation,Useful benchmark and clear presentation,0.5714285714285715,0.7181972
2022,2bO2x8NAIMB,ICLR.cc/2022/Conference/Paper700/Reviewer_ZMKG,seg_d50017636fe6e10e,full_review,43f663f57219c724837dc28377e71d9b906c470c018a9445f9155ea4d8bbfe67,Well motivated method,Motivation,Innovative multi-task training approach,Innovative multi-task training approach,0.0,0.35672635
2022,3kTt_W1_tgw,ICLR.cc/2022/Conference/Paper1137/Reviewer_fZBZ,seg_83373d119607c3af,full_review,cb90b227669c14eedb999381cc1dda0f5e3117791d95516d3cb721e9c421b522,Well written,Writing quality,Clear writing and comprehensive experiments,Clear writing and strong experimental results,0.0,0.23438057
2022,6PlIkYUK9As,ICLR.cc/2022/Conference/Paper4128/Reviewer_yngU,seg_6128332044f78c30,full_review,82dc5c4df2afada92a411376b762747c9e387619a149fd010b86583d61799df5,Well motivated method,Motivation,Well-motivated optimization problem and clear algorithm description,Well-motivated optimization problem and clear algorithm description,0.3636363636363636,0.43982127
2022,FpnQMmnsE8Y,ICLR.cc/2022/Conference/Paper1250/Reviewer_xUeP,seg_63725a2b952f7a7e,full_review,4f20abbdf2109dad65ce6a8d28d3a5a3916b03291bde8710ab2b95ba056459af,Thorough empirical results,Performance,Effective and simple parameterization strategy,Effective and simple parameterization strategy,0.0,0.2537972
2022,Sq0-tgDyHe4,ICLR.cc/2022/Conference/Paper2393/Reviewer_rG3k,seg_1c575eca8febac9f,full_review,3b241b98a592a3d2fad5b2578f3f78baee051b84ef333721594eea90055ba572,Thorough empirical results,Performance,Comprehensive empirical results and clear method presentation,Comprehensive empirical results and clear method presentation,0.4,0.72138894
2022,TySnJ-0RdKI,ICLR.cc/2022/Conference/Paper674/Reviewer_G82o,seg_e8dd079d03e8e02b,full_review,cc0750ebe864d670bd8558ea983147abfbead1b1057d4d84dc9a973817e85982,Simple and effective idea,Method,Innovative decoupling-based backdoor defense approach,Innovative decoupling-based backdoor defense approach,0.0,0.21077912
2022,YevsQ05DEN7,ICLR.cc/2022/Conference/Paper387/Reviewer_fU6b,seg_2a853206d18e2371,full_review,8c40f2b3edc7175999a2f3c3f83911b2b682327b51887cdab5d12cecf19b1c8b,Lack of analysis,,Insightful mathematical analysis and clear theoretical claims,Insightful mathematical analysis and clear theoretical claims,0.2,0.44736385
2022,YgPqNctmyd,ICLR.cc/2022/Conference/Paper10/Reviewer_PA1y,seg_cf31cc449d1a7640,full_review,183317bb618cc9579706ad5b5dac91b305d1c84358f30aa99b84248b47e2d48c,Weak related works section,Related works,Innovative theoretical framework and thorough experimental validation,Innovative theoretical framework and thorough experimental validation,0.0,0.042132344
2022,YigKlMJwjye,ICLR.cc/2022/Conference/Paper334/Reviewer_dM4B,seg_d51b1571367a2e33,full_review,bed1a8a8fa34bd9f934324ffd801b35d39a14e3c1e5c9b162a9699818d93c321,Lack of technical novelty,Contributions,Clear structure and readability,Clear structure and readability,0.0,0.2445329
2022,YpBHDlalKDG,ICLR.cc/2022/Conference/Paper2978/Reviewer_2nYD,seg_2a7d36ea77f0fc11,full_review,42bc0f39ce0fae9d18cfcbfeb29b75a724373df7698bc61a2d4e49193cf5d188,Lack of clarity,Clarity issues,Empirical recipes for training controllers using differentiable physics,Empirical recipes for training controllers using differentiable physics,0.0,-0.008950312
2022,bYGSzbCM_i,ICLR.cc/2022/Conference/Paper409/Reviewer_82UN,seg_67909c9b4869dc74,full_review,f85f535904775d133689b07ff6549ad79a1a7958813de6b01ca620f89a4398f0,Lack of experiment details,Experiments ,technically solid and well-structured,technically solid and well-structured,0.0,0.109122075
2022,djhu4DIZZHR,ICLR.cc/2022/Conference/Paper1266/Reviewer_xN3f,seg_120d712ab1ee56ab,full_review,eb6e8604d4f1191243a079fffb9623273ab02ddb153973532de9033997175017,Lack of clarity in dataset,Clarity issues,Manually constructed dataset for logical reasoning,Manually constructed dataset for logical reasoning,0.1818181818181818,0.4415071
2022,dzZQEvQ6dRK,ICLR.cc/2022/Conference/Paper906/Reviewer_DZ9Z,seg_359fde39c5de462f,full_review,4ac1efda7410a71c56ea750b0e8fd50b8012c260910d198b76555719049dcd4f,Simple method,Method,Simplicity and realism of method with strong experimental support,Simplicity and realism of method with strong experimental support,0.1818181818181818,0.44517437
2022,i1ogYhs0ByT,ICLR.cc/2022/Conference/Paper2446/Reviewer_fA4U,seg_50eab506fb1bee2d,full_review,e44873cdc4f2cc5e1c9c517d7565c2f48d4e4c8406f23dcca63e411bd6830101,Lack of explanations,Clarity issues,Probabilistic framework and comprehensive experiments,Probabilistic framework and comprehensive experiments,0.0,0.14688635
2022,uUN0Huq-n_V,ICLR.cc/2022/Conference/Paper826/Reviewer_n4MP,seg_89d6b16603787f39,full_review,182645cf5d642a16c610ab6be6f62b80476728666d89e89697bb96d908c6eb83,Rare method,Contributions,Innovative combination of music-generation techniques,Innovative combination of music-generation techniques,0.0,0.27090275
2022,v3LXWP63qOZ,ICLR.cc/2022/Conference/Paper3446/Reviewer_LtXH,seg_3c732f95a8c50d30,full_review,2b78ef7c08342a02e54d6d4adb97594a31e843a9190f90fef43a12d54b2dac42,No evidence for the main claims,Lack of clarity,Effective simplicity and clarity,Effective simplicity and clarity,0.0,0.10910195
2023,-Aw0rrrPUF,ICLR.cc/2023/Conference/Paper3642/Reviewer_tevQ,seg_d9652263e78a719e,full_review,dc1a262c8b7a5c4ca4b501850c84e43cc70ded9b9fa49cdb3e87e87b06b861f8,Impressive performance,Performance,Strong techniques and benchmark performance,Strong techniques and benchmark performance,0.2857142857142857,0.46478692
2023,9MDjKb9lGi,ICLR.cc/2023/Conference/Paper3760/Reviewer_YAmr,seg_ab332e983b20d0dc,full_review,fc10907b8ac9053edb2852d161dcd3f4e6717d14ebee09b6c4964a081242864a,Lacks deep understanding of the topic,,Interesting topic on batch size impact,Interesting topic on batch size impact,0.1666666666666666,0.13818467
2023,FJXf1FXN8C,ICLR.cc/2023/Conference/Paper5208/Reviewer_w2JR,seg_728de9bdc4e6da83,full_review,c74dc3099202133c8abfec6ace5f0559aad99f2c7ae0aaf806dff08d86b4dbc1,Concerns about assumptions,Motivation,Clear organization and valuable theoretical insights,Clear organization and valuable theoretical results,0.0,0.3709473
2023,IpGgfpMucHj,ICLR.cc/2023/Conference/Paper1689/Reviewer_14aj,seg_5d82291ebace8c1b,full_review,e50bfe73ea17cb72acfc9e25059e0f8ba0964b602dfe949b5e812d55412a5655,Lack of details,,Innovative feature extraction and strong performance,Innovative feature extraction and strong performance,0.0,0.073452316
2023,Kn-HA8DFik,ICLR.cc/2023/Conference/Paper233/Reviewer_am4M,seg_31b12b0f5da6d45f,full_review,551d726b5dba7abf9486a0d1123c7c4f20801b85b7c450f79d01a10629757001,Concerns about assumptions,"  
 	
Motivation",Strong performance and thorough validation,Strong performance and thorough validation,0.0,0.18537703
2023,OpC-9aBBVJe,ICLR.cc/2023/Conference/Paper3149/Reviewer_X4J7,seg_8a48b91a0b9da410,full_review,7430663a4f993c29aa3bff78860c6e2b32ad95445fe1c68405180819b5f29a7b,Poorly written sections,Writing quality,Clear writing and strong experimental support,Clear writing and strong experimental results,0.0,0.37067294
2023,Z4s73sJYQM,ICLR.cc/2023/Conference/Paper5418/Reviewer_WMEw,seg_a75571d8ba953059,full_review,b093c5d119e56fc4cdbed219e2aa6af9a364a037e18a6b7208c0573420984406,Interesting idea,,Innovative use of latent variables for dynamic data,Innovative use of latent variables for dynamic data,0.0,0.24360323
2023,ZEXh0XyO2hh,ICLR.cc/2023/Conference/Paper3792/Reviewer_F3k8,seg_3dd8204ea0fd4af4,full_review,caba1796eb6c6c60525e949b54735722784abf84e76ffbed3b2e814c3979b339,Lack of clarity,Clarity issues,Optimized loss weights and effective visual aids,Optimized loss weights and effective visual aids,0.0,0.11820544
2023,eSQh8rG8Oa,ICLR.cc/2023/Conference/Paper5399/Reviewer_BG9i,seg_747f595204c908ea,full_review,a7f4b8410f5d7b714b8e29bf8c06fa61ec305ba9b102272fb5546a988e4ea2f8,Simple algorithms,Method,Effective algorithms and clear presentation,Effective algorithms and clear presentation,0.2857142857142857,0.616917
2023,hcLpFslHraT,ICLR.cc/2023/Conference/Paper5988/Reviewer_TZoE,seg_55c57f3a87997c1a,full_review,e508626eb51925da12c64ccca5f374acc13a57cdb2765d55b6fa4d70d48839ab,Thoroughness of the analysis,Performance,thorough analysis and separation of research aspects,thorough analysis and separation of research aspects,0.3636363636363636,0.5056024
2023,hj7uBF92qvm,ICLR.cc/2023/Conference/Paper1270/Reviewer_a5Z9,seg_f58360c979bf8a18,full_review,304a4df21a87c4c69a384c3a902106a606143ccc3805d42cb0df22e0130d2036,Poorly written sections,Writing quality,Solid methodology and comprehensive experiments,Solid methodology and comprehensive experiments,0.0,0.08547531
