canonical_code_id,canonical_code,raw_code_variants,count_segments_in_sample,count_reviews_in_sample,count_papers_in_sample,years_observed_in_sample,strength_count_in_sample,weakness_count_in_sample,full_review_count_in_sample,mean_review_score_in_sample,acceptance_rate_in_sample
CC016362,Lack of clarity and structure,Lack of clarity and structure,1,1,1,2024,0,1,0,5.0,0.0
CC016366,Lack of clarity and theoretical guarantees,Lack of clarity and theoretical guarantees,1,1,1,2024,0,1,0,1.0,0.0
CC016386,Lack of clarity in algorithm description,Lack of algorithmic clarity,1,1,1,2024,0,1,0,8.0,1.0
CC016390,Lack of clarity in algorithm presentation,Lack of clarity in algorithm presentation,2,2,2,2024,0,2,0,7.0,0.5
CC016405,Lack of clarity in comparisons and assumptions,Lack of clarity in comparisons and assumptions,1,1,1,2024,0,1,0,5.0,0.0
CC016451,Lack of clarity in figures and methodology,Lack of clarity and detail in methodology and figures,1,1,1,2024,0,1,0,6.0,0.0
CC016463,Lack of clarity in key concepts,Lack of clarity and detail in key concepts; Poor clarity and explanation of key concepts,2,2,2,2024,0,2,0,4.0,0.0
CC016470,Lack of clarity in method description,Lack of clarity in method description,1,1,1,2024,0,1,0,6.0,0.0
CC016473,Lack of clarity in method explanation,Insufficient analysis and justification of methods; Insufficient method clarity and justification; Lack of detail and clarity in methods,3,3,3,2024,0,3,0,5.0,0.0
CC016491,Lack of clarity in model training and details,Lack of clarity in model details and training stages,1,1,1,2024,0,1,0,5.0,0.0
CC016518,Unclear problem formulation,Lack of clarity in problem formulation and methodology,1,1,1,2024,0,1,0,5.0,0.0
CC016522,Lack of clarity in proofs,Lack of clarity and correctness in proofs,1,1,1,2024,0,1,0,6.0,1.0
CC016529,Lack of clarity in results presentation,Lack of clarity in results presentation,1,1,1,2024,0,1,0,6.0,1.0
CC016542,Lack of clarity in theoretical analysis and experimental details,Lack of clarity in theoretical analysis and experimental details,1,1,1,2024,0,1,0,5.0,0.0
CC016552,Lack of clarity in writing and methodology,Lack of clarity and completeness in writing and methodology; Lack of clarity and rigor in writing and methodology,2,2,2,2024,0,2,0,4.0,0.0
CC016644,Lack of clear motivation and application for results,Lack of clear motivation and application for results,1,1,1,2024,0,1,0,5.0,0.0
CC016660,Lack of comparative analysis and limited technical contribution,Lack of comparative analysis and limited technical contribution; Limited technical contribution and lack of comparative analysis,2,2,2,2024,0,2,0,4.5,0.5
CC016670,Lack of comparative analysis with existing methods,Lack of comparative analysis; Lack of comparative analysis and clarity; Lack of comparative analysis and examples,3,3,3,2024,0,3,0,5.333333333333333,0.6666666666666666
CC016689,Lack of comparison with existing methods,Lack of comparison between methods; Lack of comprehensive method comparison,2,2,2,2024,0,2,0,6.5,0.5
CC016697,Lack of comparison with state-of-the-art methods,State-of-the-art methods,1,1,1,2025,1,0,0,3.0,1.0
CC016710,Lack of comprehensive evaluation,Lack of detailed analysis and comprehensive evaluation,1,1,1,2024,0,1,0,8.0,1.0
CC016723,Lack of computational cost analysis,Lack of computational cost analysis and theoretical framework,1,1,1,2024,0,1,0,6.0,0.0
CC016794,Lack of detailed performance comparisons,Lack of comprehensive comparisons and unclear performance improvements,1,1,1,2024,0,1,0,6.0,1.0
CC016809,Lack of discussion on limitations,Limitations discussion,1,1,1,2025,0,1,0,6.0,1.0
CC016838,Lack of empirical evidence,Lack of empirical evidence,1,1,1,2024,0,1,0,6.0,0.0
CC016839,Lack of empirical evidence and comparisons,Lack of empirical evidence and comparisons,2,2,2,2024,0,2,0,6.5,0.5
CC016843,Lack of empirical support,Lack of empirical and theoretical support; Lack of empirical support and theoretical justification; lack of empirical support,3,3,3,2024,0,3,0,5.333333333333333,0.6666666666666666
CC016884,Lack of experimental validation,Lack of comprehensive experimental validation,1,1,1,2024,0,1,0,6.0,1.0
CC016894,Lack of experiments and benchmarks,Lack of analysis and benchmark experiments,1,1,1,2024,0,1,0,3.0,0.0
CC016943,Lack of innovation and outdated methods,Lack of innovation and outdated methods,1,1,1,2024,0,1,0,3.0,0.0
CC017044,Lack of novelty & robustness,Lack of novelty & robustness; Limited novelty and robustness concerns,2,2,2,2024; 2025,0,2,0,3.0,0.0
CC017045,Lack of novelty and benchmarking,Limited novelty and benchmarking,1,1,1,2024,0,1,0,3.0,0.0
CC017046,Lack of novelty and citation issues,Lack of novelty and citation issues,1,1,1,2024,0,1,0,3.0,0.0
CC017055,Lack of novelty and clarity in methodology,Lack of clarity in novelty and contributions; Lack of clarity in novelty and method description; Limited novelty and missing experimental details; novelty_contributions; theoretical novelty,5,5,5,2022; 2024; 2025,2,2,1,6.2,0.6
CC017071,Lack of novelty and depth in analysis,Lack of novelty and depth in analysis,1,1,1,2024,0,1,0,5.0,1.0
CC017074,Lack of novelty and efficiency concerns,Lack of novelty and efficiency concerns,1,1,1,2024,0,1,0,6.0,1.0
CC017094,Lack of novelty and marginal contribution,Marginal novelty and unclear contributions,1,1,1,2024,0,1,0,6.0,0.0
CC017096,Lack of novelty and missing baselines,Lack of novelty and insufficient baselines; missing baseline and lack of novelty,2,2,2,2024,0,2,0,6.0,1.0
CC017101,Lack of novelty and scalability concerns,Limited novelty and scalability issues,1,1,1,2024,0,1,0,6.0,1.0
CC017111,Lack of novelty in algorithm design,Lack of novelty in algorithm design,1,1,1,2024,0,1,0,5.0,1.0
CC017132,Lack of originality and clarity in methodology,Lack of clarity and originality in methodology,1,1,1,2024,0,1,0,3.0,0.0
CC017144,Lack of originality and experimental evidence,lack of originality and insufficient experimental evidence,1,1,1,2024,0,1,0,5.0,1.0
CC017169,Lack of practical application examples,Lack of practical application; Lack of practical application examples,2,2,2,2024,0,2,0,6.0,0.5
CC017236,Lack of rigor in theoretical framework,Lack of rigor and practicality in theoretical framework; Lack of rigor in theoretical framework,2,2,2,2024,0,2,0,5.5,0.0
CC017268,Lack of statistical analysis,Lack of statistical analysis,1,1,1,2024,0,1,0,8.0,1.0
CC017289,Lack of technical novelty and clarity,Lack of clarity and technical novelty; Lack of technical novelty and clarity,2,2,2,2024,0,2,0,5.0,0.5
CC017314,Lack of theoretical guarantees,Lack of theoretical guarantees,1,1,1,2025,0,1,0,5.0,0.0
CC017326,Lack of theoretical justification for methods,Lack of theoretical justification for method,1,1,1,2024,0,1,0,6.0,0.0
CC017583,Limitations in scalability and applicability,Questions on scalability and applicability,1,1,1,2024,0,1,0,6.0,0.0
CC017643,Limited applicability,Limited applicability,1,1,1,2025,0,1,0,3.0,0.0
CC017733,Limited comparisons,Limited comparisons,1,1,1,2025,0,1,0,6.0,1.0
CC017747,Limited contribution,limited contribution,1,1,1,2024,0,1,0,6.0,1.0
CC017784,Limited dataset and lack of comparative analysis,Lack of comparative analysis and limited dataset scope,1,1,1,2024,0,1,0,5.0,0.0
CC017786,Limited dataset and model scope,Limited dataset and model scope; Limited model and dataset scope,2,2,2,2024,0,2,0,6.5,0.5
CC017790,Limited dataset applicability,Limited dataset applicability,1,1,1,2024,0,1,0,6.0,0.0
CC017795,Limited dataset diversity,Dataset diversity; Limited dataset diversity and size,2,2,2,2024; 2025,0,2,0,8.0,0.5
CC017859,Limited empirical validation,Limited empirical validation and applicability; limited empirical validation,2,2,2,2024; 2025,0,2,0,7.0,1.0
CC017877,Limited evaluation scope,Limited evaluation scope and comparison; Limited-scope-evaluation; limited-scope-evaluation,3,3,3,2024; 2025,0,3,0,7.333333333333333,1.0
CC017882,Limited evaluation scope and dataset,Limited dataset evaluation scope,1,1,1,2024,0,1,0,8.0,1.0
CC017894,Limited experimental comparisons,Limited experiments and comparisons,2,2,2,2024,0,2,0,6.5,0.5
CC017904,Limited experimental results,Limited experimental results,1,1,1,2024,0,1,0,8.0,1.0
CC017906,Limited experimental scope,"Limited experimental scope and applicability; Limited scope, simple experiments; limited-scope-experiments",3,3,3,2024; 2025,0,3,0,5.666666666666667,0.3333333333333333
CC017907,Limited experimental scope and clarity issues,Limited experimental scope and clarity,1,1,1,2024,0,1,0,3.0,0.0
CC017910,Limited experimental scope and generalizability,Limited experimental scope and generalizability,1,1,1,2024,0,1,0,5.0,1.0
CC017921,Limited experimental validation and comparison,Limited experimental validation and comparison,1,1,1,2024,0,1,0,3.0,0.0
CC017925,Limited experimental validity and clarity,Limited experimental validity and clarity,1,1,1,2024,0,1,0,3.0,0.0
CC017974,Limited generalizability of findings,Limited generalizability of findings,1,1,1,2024,0,1,0,8.0,1.0
CC018052,Limited model evaluation scope,Limited model evaluation scope,1,1,1,2024,0,1,0,6.0,0.0
CC018071,Limited novelty,Limited novelty; Limited-novelty; limited novelty,3,3,3,2024; 2025,0,3,0,4.666666666666667,0.0
CC018073,Limited novelty and adaptability,Limited novelty and adaptability concerns,1,1,1,2024,0,1,0,5.0,0.0
CC018085,Limited novelty and dataset concerns,Concerns about novelty and dataset choice; Limited novelty and dataset concerns,2,2,2,2022; 2024,0,1,1,3.0,0.0
CC018086,Limited novelty and depth in evaluation,Lack of novelty and depth in evaluation,1,1,1,2024,0,1,0,3.0,0.0
CC018088,Limited novelty and experimental gaps,Limited novelty and experimental gaps,1,1,1,2024,0,1,0,6.0,0.0
CC018111,Limited novelty and performance concerns,Limited novelty and performance concerns; Novelty and strong performance,2,2,2,2023; 2024,0,1,1,5.5,0.0
CC018116,Limited novelty and reliance on prior work,Lack of novelty and similarity to prior work,1,1,1,2024,0,1,0,1.0,0.0
CC018123,Limited novelty and strong assumptions,Lack of novelty and reliance on assumptions; Limited novelty and restrictive assumptions; Limited novelty and strong assumptions,3,3,3,2024,0,3,0,4.666666666666667,0.6666666666666666
CC018135,Limited novelty and unclear motivation,Lack of clarity and novelty in motivation and methods; Lack of clarity in motivation and terminology; Lack of motivation and novelty; Lack of novelty and unclear motivation,4,4,4,2024,0,4,0,5.0,0.25
CC018138,Limited novelty and unclear presentation,Lack of novelty and unclear presentation; Limited novelty and clarity in presentation; Limited novelty and inadequate presentation; novelty and clarity in presentation,4,4,4,2022; 2024,1,2,1,4.75,0.5
CC018190,Limited performance improvements,Limited performance improvements,1,1,1,2024,0,1,0,6.0,1.0
CC018241,Limited scalability,Limited scalability,1,1,1,2025,0,1,0,8.0,1.0
CC018256,Limited scope and comparisons,limited scope and comparisons,1,1,1,2024,0,1,0,3.0,0.0
CC018261,Limited scope and insufficient evaluation,Limited evaluation scope and insufficient analysis,1,1,1,2024,0,1,0,5.0,0.0
CC018314,Limited tasks,limited tasks,1,1,1,2025,0,1,0,6.0,0.0
CC018317,Limited technical contribution and comparisons,Limited technical contribution and insufficient comparisons,1,1,1,2024,0,1,0,6.0,1.0
CC018379,Limited understanding,Limited understanding,1,1,1,2025,0,1,0,3.0,0.0
CC018543,Marginal improvements and weak motivation,Marginal improvements and unclear motivation,1,1,1,2024,0,1,0,6.0,1.0
CC018685,Methodological concerns and clarity issues,Methodological clarity issues; methodological clarity,2,2,2,2024; 2025,1,1,0,4.5,0.5
CC018698,Methodological limitations and clarity issues,Methodological limitations and clarity issues,1,1,1,2024,0,1,0,8.0,1.0
CC018736,Minimal weaknesses identified,Limited identified weaknesses; Limited weaknesses identified; Minimal weaknesses identified; minimal weaknesses identified,4,4,4,2024,0,4,0,7.0,0.75
CC018808,Missing ablation,missing\_ablation,1,1,1,2025,0,1,0,5.0,0.0
CC018869,Modality limitations,modality-limitations-unexplored-interdependence,1,1,1,2025,0,1,0,5.0,0.0
CC019026,Multimodal Benchmark,MultimodalBenchmark,1,1,1,2025,1,0,0,8.0,1.0
CC019123,Need for additional experiments,Need for additional experiments,1,1,1,2024,0,1,0,6.0,0.0
CC019368,Neglect of batch normalization impact,Innovative techniques for Batch Normalization improvement,1,1,1,2020,0,0,1,6.0,1.0
CC019448,New perspective on offline RL methods,Innovative improvements in offline RL methodology; Innovative improvements to offline RL paradigm; New perspective on offline RL methods,3,3,2,2021; 2023,0,0,3,5.666666666666667,0.0
CC019480,No identified weaknesses,No significant weaknesses identified; No weaknesses found.; no identified weaknesses; no significant weaknesses identified; no weaknesses identified,5,5,5,2024; 2025,0,5,0,8.0,1.0
CC019484,No strengths identified,No identified strengths,1,1,1,2023,0,0,1,1.0,0.0
CC019532,Notation Clarity,NotationClarity,1,1,1,2025,0,1,0,6.0,1.0
CC019607,Novel LSTM architecture with superior performance,Novel LSTM architecture with superior performance,1,1,1,2020,0,0,1,8.0,1.0
CC019632,Novel OOD detection criterion,Comprehensive evaluation of OOD detection methods; Conceptual framework for OOD detection; Practical OOD detection with strong empirical support; Significant contributions to OOD detection evaluation; Strong empirical validation and significant contributions to OOD detection,5,5,5,2021; 2022; 2023; 2024,1,0,4,6.4,0.2
CC019648,Novel RNN architecture addressing gradient issues,Innovative RNN architecture addressing gradient issues; Novel RNN architecture addressing gradient issues,2,2,2,2020; 2021,0,0,2,7.5,0.5
CC019741,Novel algorithm with potential applications,Novel algorithmic design and theoretical contributions,1,1,1,2024,1,0,0,6.0,1.0
CC019764,Novel analysis of SGD's implicit regularization,Novel analysis of SGD's implicit regularization,1,1,1,2021,0,0,1,7.0,1.0
CC019768,Novel analysis of dynamic privacy schedules in gradient descent,Novel analysis of dynamic privacy schedules in gradient descent; Theoretical analysis of dynamic privacy schedule in private gradient descent,2,2,1,2021,0,0,2,5.5,0.0
CC019833,Novel application of NAS for object detection,Novel application of NAS for object detection,1,1,1,2020,0,0,1,3.0,1.0
CC019868,Novel approach and clear presentation,Clear presentation and novel method; clear presentation and novel approach; novel approach with clear presentation,3,3,3,2022; 2023; 2024,1,0,2,6.666666666666667,0.6666666666666666
CC019876,Novel approach and thorough evaluation,Novel approach and comprehensive evaluation; Novel approach with effective evaluation,2,2,2,2022,0,0,2,6.0,0.5
CC019949,Novel approach to a significant problem,Novel approach to a significant problem,1,1,1,2023,0,0,1,6.0,1.0
CC019977,Novel approach to disentangled representations,Innovative approach for disentangled representations; Innovative disentangled representation approach; Novel approach to disentangled representations,3,3,2,2021; 2023,0,0,3,6.333333333333333,0.5
CC019980,Novel approach to disentanglement and promising experimental results,Novel approach to disentanglement and promising experimental results,1,1,1,2023,0,0,1,8.0,1.0
CC019989,Novel approach to fairness in ML,Novel approach to fairness in ML,1,1,1,2024,1,0,0,8.0,1.0
CC019991,Novel approach to federated learning generalization,Novel approach to federated learning generalization; Novel approach to generalisation in federated learning,2,2,2,2022; 2023,0,0,2,6.0,0.5
CC020019,Novel approach to model uncertainty,Novel approach to model uncertainty,1,1,1,2021,0,0,1,3.0,0.0
CC020027,Novel approach to noisy label learning,Innovative approach to noisy label training; State-of-the-art algorithm for noisy label learning,2,2,2,2020; 2021,0,0,2,6.5,1.0
CC020126,Novel approach with effective results,Novel approach and improved results,1,1,1,2022,0,0,1,8.0,1.0
CC020145,Novel approach with potential impact,novel approach with potential impact,1,1,1,2024,1,0,0,5.0,0.0
CC020161,Novel approach with strong experimental results,Novel approach with strong experimental results,1,1,1,2023,0,0,1,6.0,1.0
CC020177,Novel architecture,Novel architecture; novel architecture,2,2,2,2025,2,0,0,6.0,0.0
CC020194,Novel architecture with strong performance,Novel architecture with significant performance gains,1,1,1,2024,1,0,0,6.0,1.0
CC020300,Novel contribution and clear methodology,Clear methodology and novel contributions,1,1,1,2024,1,0,0,8.0,1.0
CC020319,Novel contribution to object-centric learning,Novel contribution to object-centric learning; Promising improvements in object-centric learning,2,2,2,2022; 2023,0,0,2,8.0,1.0
CC020327,Novel contributions and clear presentation,novel contributions and clear presentation,1,1,1,2024,1,0,0,6.0,1.0
CC020423,Novel diffusion model,Novel application of diffusion model; Novel diffusion model application,2,2,2,2023,0,0,2,5.0,0.0
CC020500,Novel feature selection method with strong experimental results,Effective feature selection method with strong experimental results,1,1,1,2020,0,0,1,3.0,0.0
CC020628,Novel hypothesis and clear presentation,Novel hypothesis and clear presentation,1,1,1,2022,0,0,1,6.0,1.0
CC020636,Novel idea with strong experimental results,Novel idea with strong experimental results,1,1,1,2024,1,0,0,6.0,0.0
CC020721,Novel integration of meta-learning and adversarial training,Novel integration of meta-learning and adversarial training,1,1,1,2021,0,0,1,5.0,1.0
CC020817,Novel meta reinforcement learning algorithm with focus on meta-generalization,Novel meta reinforcement learning algorithm with focus on meta-generalization; Novel meta reinforcement learning algorithm with strong generalization capabilities,2,2,1,2020,0,0,2,7.0,1.0
CC020826,Novel meta-learning approach with strong results,Novel meta-learning approach with strong results,1,1,1,2022,0,0,1,8.0,1.0
CC020864,Novel method for efficient black-box attacks,Innovative black-box attack method with strong experimental performance; Novel approach to restricted black-box attacks,2,2,2,2020; 2021,0,0,2,5.5,0.5
CC020901,Novel method for weakly supervised learning,Innovative weakly supervised learning method; Novel method for weakly supervised learning,2,2,2,2022; 2023,0,0,2,6.0,0.5
CC020943,Novel methodology and strong empirical results,Novel methodology and strong empirical results; Novel methodology with strong empirical results; novel methodology with strong empirical support,3,3,3,2022,0,0,3,7.333333333333333,1.0
CC021088,Novel perspective on GNNs' expressive power,Novel perspective on GNNs' expressive power; Theoretical analysis of GNN's expressive power,2,2,2,2020; 2024,1,0,1,5.5,0.5
CC021223,Novel saliency map evaluation method,Innovative evaluation metrics for saliency maps; Novel saliency map evaluation method,2,2,2,2020; 2022,0,0,2,4.0,0.0
CC021324,Novel technique for few-shot classification,Innovative approach to few-shot classification across domains; Novel technique for few-shot classification,2,2,2,2020,0,0,2,3.0,0.0
CC021329,Novel techniques for RNN signal propagation,novel approach to signal propagation in RNNs,1,1,1,2020,0,0,1,6.0,1.0
CC021339,Novel theoretical contribution,Novel theoretical contribution,1,1,1,2023,0,0,1,3.0,0.0
CC021359,Novel theoretical insights on federated learning,important empirical investigation in federated learning,1,1,1,2020,0,0,1,3.0,0.0
CC021404,Novel uncertainty estimation method,novel approach to uncertainty estimation,1,1,1,2022,0,0,1,6.0,0.0
CC021629,Novelty and strong theoretical grounding,Limited novelty and weak theoretical grounding; Novelty and strong theoretical grounding,2,2,2,2022; 2024,0,1,1,6.0,0.0
CC021885,Originality and clarity in research,Originality and clarity in research,1,1,1,2024,1,0,0,5.0,0.0
CC021908,"Originality, Quality, and Significant Contribution","Originality, Quality, and Significant Contribution; Originality, quality, clarity, and significance of contributions",2,2,2,2024,2,0,0,6.5,0.0
CC021928,Outdated benchmarks,Outdated benchmarks,1,1,1,2025,0,1,0,3.0,0.0
CC021996,Overstated claims and limited applicability,Overstated claims and limited applicability,1,1,1,2024,0,1,0,8.0,0.0
CC022003,Overstated performance claims,Overstated performance claims and lack of justification,1,1,1,2024,0,1,0,6.0,0.0
CC022143,Poor notation clarity,Language clarity and notation issues; Notation clarity and consistency issues; Notation clarity issues; notation\_clarity\_issues,4,4,4,2022; 2024; 2025,0,3,1,6.5,0.5
CC022152,Poor presentation and methodology issues,Presentation issues and unclear methodology,1,1,1,2024,0,1,0,8.0,1.0
CC022163,Poor writing and clarity issues,Lack of clarity in writing; Numerous writing and clarity issues; Poor writing and lack of clarity; Poor writing quality and lack of clarity,5,5,5,2022; 2024,0,4,1,3.2,0.2
CC022174,Poor writing and unclear methodology,Poor writing and unclear methodology; Unclear methodology and poor writing style,2,2,2,2024,0,2,0,3.0,0.5
CC022187,Positive experimental results,Positive experimental results,1,1,1,2023,0,0,1,5.0,0.0
CC022381,Presentation and clarity issues,Lack of clarity and detail in presentation; Poor presentation and organization; Presentation and clarity issues; clarity and simplicity of presentation; presentation\_clarity,5,5,5,2022; 2024; 2025,1,3,1,4.8,0.2
CC022383,Presentation and evaluation issues,Limited evaluation and presentation issues; Presentation and evaluation issues,2,2,2,2024,0,2,0,4.5,0.0
CC022385,Presentation and experimental clarity issues,Presentation clarity and experimental detail issues,1,1,1,2024,0,1,0,3.0,0.0
CC022508,Promising approach to task similarity in meta-learning,Novel theoretical formulation for meta-learning with task similarity; Promising approach to task similarity in meta-learning,2,2,1,2021,0,0,2,3.5,0.0
CC022583,Promising results and clear methodology,Clear methodology and promising initial results,1,1,1,2024,1,0,0,5.0,1.0
CC022675,Proposed defense against adversarial examples,Proposed defense against adversarial examples; Proposes novel defense against adversarial examples,2,2,2,2021,0,0,2,2.5,0.0
CC022717,Proposed methods for counterfactual fairness,Novel notion for counterfactual fairness with theoretical and empirical validation,1,1,1,2024,1,0,0,5.0,0.0
CC022952,Readability and clarity issues,Readability and clarity issues,1,1,1,2024,0,1,0,5.0,0.0
CC022977,Real-world applications,Real-world applications; real-world applications,2,2,2,2025,2,0,0,4.0,0.0
CC022988,Real-world relevance,Real-world relevance,1,1,1,2025,1,0,0,1.0,0.0
CC023449,Robust experimental design and clarity,clarity and robust experimental design,1,1,1,2024,1,0,0,8.0,1.0
CC023556,Robustness and comprehensive experiments,Extensive experimental study on robustness,1,1,1,2020,0,0,1,3.0,0.0
